MonitoringLocation,SampleDate,Depth,Layer,Parameter,MeasureValue,Unit,Latitude,Longitude
CB3.2,11/16/16,0.5,S ,WTEMP,12.1,DEG C,39.08397,-76.18145
CB3.2,11/16/94,0.5,S ,PH,7.9,SU,39.08397,-76.18145
CB3.2,11/16/94,0.5,S ,SALINITY,10.82,PPT,39.08397,-76.18145
CB3.2,11/16/94,0.5,S ,WTEMP,13.2,DEG C,39.08397,-76.18145
CB3.2,11/17/93,0.5,AP,PH,7.8,SU,39.08397,-76.18145
CB3.2,11/17/93,0.5,AP,SALINITY,8.76,PPT,39.08397,-76.18145
CB3.2,11/17/93,0.5,AP,WTEMP,11.8,DEG C,39.08397,-76.18145
CB3.2,11/17/93,0.5,S ,PH,7.8,SU,39.08397,-76.18145
CB3.2,11/17/93,0.5,S ,SALINITY,8.76,PPT,39.08397,-76.18145
CB3.2,11/17/93,0.5,S ,WTEMP,11.8,DEG C,39.08397,-76.18145
CB3.2,11/17/95,0.5,AP,PH,7.8,SU,39.08397,-76.18145
CB3.2,11/17/95,0.5,AP,SALINITY,1.29,PPT,39.08397,-76.18145
CB3.2,11/17/95,0.5,AP,WTEMP,6.6,DEG C,39.08397,-76.18145
CB3.2,11/17/95,0.5,S ,PH,7.8,SU,39.08397,-76.18145
CB3.2,11/17/95,0.5,S ,SALINITY,1.29,PPT,39.08397,-76.18145
CB3.2,11/17/95,0.5,S ,WTEMP,6.6,DEG C,39.08397,-76.18145
CB3.2,11/18/03,0.5,S ,PH,8,SU,39.08397,-76.18145
CB3.2,11/18/03,0.5,S ,SALINITY,4.9,PPT,39.08397,-76.18145
CB3.2,11/18/03,0.5,S ,WTEMP,10.8,DEG C,39.08397,-76.18145
CB3.2,11/18/09,0.5,S ,PH,7.8,SU,39.08397,-76.18145
CB3.2,11/18/09,0.5,S ,SALINITY,12.33,PPT,39.08397,-76.18145
CB3.2,11/18/09,0.5,S ,WTEMP,12.6,DEG C,39.08397,-76.18145
CB3.2,11/18/15,0.5,S ,PH,7.9,SU,39.08397,-76.18145
CB3.2,11/18/15,0.5,S ,SALINITY,12.13,PPT,39.08397,-76.18145
CB3.2,11/18/15,0.5,S ,WTEMP,12.5,DEG C,39.08397,-76.18145
CB3.2,11/18/87,0.5,S ,PH,7.7,SU,39.08397,-76.18145
CB3.2,11/18/87,0.5,S ,SALINITY,8.04,PPT,39.08397,-76.18145
CB3.2,11/18/87,0.5,S ,WTEMP,10.2,DEG C,39.08397,-76.18145
CB3.2,11/18/98,0.5,S ,PH,7.5,SU,39.08397,-76.18145
CB3.2,11/18/98,0.5,S ,SALINITY,11.73694,PPT,39.08397,-76.18145
CB3.2,11/18/98,0.5,S ,WTEMP,11.1,DEG C,39.08397,-76.18145
CB3.2,11/19/08,0.5,S ,PH,7.9,SU,39.08397,-76.18145
CB3.2,11/19/08,0.5,S ,SALINITY,12.59,PPT,39.08397,-76.18145
CB3.2,11/19/08,0.5,S ,WTEMP,9.2,DEG C,39.08397,-76.18145
CB3.2,11/19/86,0.5,S ,PH,7.8,SU,39.08397,-76.18145
CB3.2,11/19/86,0.5,S ,SALINITY,7.14,PPT,39.08397,-76.18145
CB3.2,11/19/86,0.5,S ,WTEMP,9.7,DEG C,39.08397,-76.18145
CB3.2,11/19/92,0.5,S ,PH,7.8,SU,39.08397,-76.18145
CB3.2,11/19/92,0.5,S ,SALINITY,5.51,PPT,39.08397,-76.18145
CB3.2,11/19/92,0.5,S ,WTEMP,9,DEG C,39.08397,-76.18145
CB3.2,11/19/97,0.5,AP,PH,7.7,SU,39.08397,-76.18145
CB3.2,11/19/97,0.5,AP,SALINITY,7.22,PPT,39.08397,-76.18145
CB3.2,11/19/97,0.5,AP,WTEMP,7.1,DEG C,39.08397,-76.18145
CB3.2,11/19/97,0.5,S ,PH,7.7,SU,39.08397,-76.18145
CB3.2,11/19/97,0.5,S ,SALINITY,7.22,PPT,39.08397,-76.18145
CB3.2,11/19/97,0.5,S ,WTEMP,7.1,DEG C,39.08397,-76.18145
CB3.2,11/20/14,0.5,S ,PH,8,SU,39.08397,-76.18145
CB3.2,11/20/14,0.5,S ,SALINITY,10.69,PPT,39.08397,-76.18145
CB3.2,11/20/14,0.5,S ,WTEMP,6.8,DEG C,39.08397,-76.18145
CB3.2,11/20/19,0.5,AP,PH,8,SU,39.08397,-76.18145
CB3.2,11/20/19,0.5,S ,PH,8,SU,39.08397,-76.18145
CB3.2,11/20/19,0.5,AP,SALINITY,5.45,PPT,39.08397,-76.18145
CB3.2,11/20/19,0.5,S ,SALINITY,5.45,PPT,39.08397,-76.18145
CB3.2,11/20/19,0.5,S ,WTEMP,8.6,DEG C,39.08397,-76.18145
CB3.2,11/20/19,0.5,AP,WTEMP,8.6,DEG C,39.08397,-76.18145
CB3.2,11/20/96,0.5,S ,PH,7.4,SU,39.08397,-76.18145
CB3.2,11/20/96,0.5,S ,SALINITY,2.25,PPT,39.08397,-76.18145
CB3.2,11/20/96,0.5,S ,WTEMP,8.4,DEG C,39.08397,-76.18145
CB3.2,11/21/13,0.5,S ,PH,8.2,SU,39.08397,-76.18145
CB3.2,11/21/13,0.5,S ,SALINITY,10.43,PPT,39.08397,-76.18145
CB3.2,11/21/13,0.5,S ,WTEMP,9,DEG C,39.08397,-76.18145
CB3.2,11/21/88,0.5,S ,PH,7.7,SU,39.08397,-76.18145
CB3.2,11/21/88,0.5,S ,SALINITY,8.25,PPT,39.08397,-76.18145
CB3.2,11/21/88,0.5,S ,WTEMP,10.2,DEG C,39.08397,-76.18145
CB3.2,11/23/10,0.5,S ,PH,8.3,SU,39.08397,-76.18145
CB3.2,11/23/10,0.5,S ,SALINITY,8.89,PPT,39.08397,-76.18145
CB3.2,11/23/10,0.5,S ,WTEMP,11.3,DEG C,39.08397,-76.18145
CB3.2,11/26/18,0.5,S ,PH,8.1,SU,39.08397,-76.18145
CB3.2,11/26/18,0.5,S ,SALINITY,1.04,PPT,39.08397,-76.18145
CB3.2,11/26/18,0.5,S ,WTEMP,6.3,DEG C,39.08397,-76.18145
CB3.2,11/4/99,0.5,S ,PH,7.8,SU,39.08397,-76.18145
CB3.2,11/4/99,0.5,S ,SALINITY,9.08,PPT,39.08397,-76.18145
CB3.2,11/4/99,0.5,S ,WTEMP,13.7,DEG C,39.08397,-76.18145
CB3.2,11/5/91,0.5,S ,PH,7.5,SU,39.08397,-76.18145
CB3.2,11/5/91,0.5,S ,SALINITY,10.69,PPT,39.08397,-76.18145
CB3.2,11/5/91,0.5,S ,WTEMP,12,DEG C,39.08397,-76.18145
CB3.2,11/7/84,0.5,S ,PH,7.4,SU,39.08397,-76.18145
CB3.2,11/7/84,0.5,S ,SALINITY,10.17,PPT,39.08397,-76.18145
CB3.2,11/7/84,0.5,S ,WTEMP,14.1,DEG C,39.08397,-76.18145
CB3.2,11/8/07,0.5,S ,PH,7.9,SU,39.08397,-76.18145
CB3.2,11/8/07,0.5,S ,SALINITY,10.5,PPT,39.08397,-76.18145
CB3.2,11/8/07,0.5,S ,WTEMP,12.2,DEG C,39.08397,-76.18145
CB3.2,12/10/86,0.5,S ,PH,6.6,SU,39.08397,-76.18145
CB3.2,12/10/86,0.5,S ,SALINITY,3.76,PPT,39.08397,-76.18145
CB3.2,12/10/86,0.5,S ,WTEMP,6.7,DEG C,39.08397,-76.18145
CB3.2,12/10/97,0.5,S ,PH,7.9,SU,39.08397,-76.18145
CB3.2,12/10/97,0.5,S ,SALINITY,9.27,PPT,39.08397,-76.18145
CB3.2,12/10/97,0.5,S ,WTEMP,5.2,DEG C,39.08397,-76.18145
CB3.2,12/11/13,0.5,S ,PH,8,SU,39.08397,-76.18145
CB3.2,12/11/13,0.5,S ,SALINITY,7.3,PPT,39.08397,-76.18145
CB3.2,12/11/13,0.5,S ,WTEMP,4.6,DEG C,39.08397,-76.18145
CB3.2,12/11/19,0.5,S ,PH,7.2,SU,39.08397,-76.18145
CB3.2,12/11/19,0.5,S ,SALINITY,7.24,PPT,39.08397,-76.18145
CB3.2,12/11/19,0.5,S ,WTEMP,6.9,DEG C,39.08397,-76.18145
CB3.2,12/11/85,0.5,S ,PH,7.9,SU,39.08397,-76.18145
CB3.2,12/11/85,0.5,S ,SALINITY,8.57,PPT,39.08397,-76.18145
CB3.2,12/11/85,0.5,S ,WTEMP,7.5,DEG C,39.08397,-76.18145
CB3.2,12/11/96,0.5,S ,PH,7.5,SU,39.08397,-76.18145
CB3.2,12/11/96,0.5,S ,SALINITY,0.84,PPT,39.08397,-76.18145
CB3.2,12/11/96,0.5,S ,WTEMP,5.5,DEG C,39.08397,-76.18145
CB3.2,12/12/01,0.5,S ,PH,7.7,SU,39.08397,-76.18145
CB3.2,12/12/01,0.5,S ,SALINITY,13.33,PPT,39.08397,-76.18145
CB3.2,12/12/01,0.5,S ,WTEMP,11,DEG C,39.08397,-76.18145
CB3.2,12/12/02,0.5,S ,PH,7.4,SU,39.08397,-76.18145
CB3.2,12/12/02,0.5,S ,SALINITY,5.02,PPT,39.08397,-76.18145
CB3.2,12/12/02,0.5,S ,WTEMP,2.7,DEG C,39.08397,-76.18145
CB3.2,12/12/07,0.5,S ,PH,7.9,SU,39.08397,-76.18145
CB3.2,12/12/07,0.5,S ,SALINITY,6.37,PPT,39.08397,-76.18145
CB3.2,12/12/07,0.5,S ,WTEMP,5.6,DEG C,39.08397,-76.18145
CB3.2,12/12/12,0.5,S ,PH,8.1,SU,39.08397,-76.18145
CB3.2,12/12/12,0.5,S ,SALINITY,10.5,PPT,39.08397,-76.18145
CB3.2,12/12/12,0.5,S ,WTEMP,8.1,DEG C,39.08397,-76.18145
CB3.2,12/12/84,0.5,AP,PH,7.5,SU,39.08397,-76.18145
CB3.2,12/12/84,0.5,AP,SALINITY,8.25,PPT,39.08397,-76.18145
CB3.2,12/12/84,0.5,AP,WTEMP,5.3,DEG C,39.08397,-76.18145
CB3.2,12/12/84,0.5,S ,PH,7.5,SU,39.08397,-76.18145
CB3.2,12/12/84,0.5,S ,SALINITY,8.25,PPT,39.08397,-76.18145
CB3.2,12/12/84,0.5,S ,WTEMP,5.3,DEG C,39.08397,-76.18145
CB3.2,12/12/89,0.5,S ,PH,7.9,SU,39.08397,-76.18145
CB3.2,12/12/89,0.5,S ,SALINITY,7.37,PPT,39.08397,-76.18145
CB3.2,12/12/89,0.5,S ,WTEMP,3.1,DEG C,39.08397,-76.18145
CB3.2,12/12/90,0.5,S ,PH,7.6,SU,39.08397,-76.18145
CB3.2,12/12/90,0.5,S ,SALINITY,4.06,PPT,39.08397,-76.18145
CB3.2,12/12/90,0.5,S ,WTEMP,5.9,DEG C,39.08397,-76.18145
CB3.2,12/13/06,0.5,AP,PH,7.9,SU,39.08397,-76.18145
CB3.2,12/13/06,0.5,AP,SALINITY,2.42,PPT,39.08397,-76.18145
CB3.2,12/13/06,0.5,AP,WTEMP,5.6,DEG C,39.08397,-76.18145
CB3.2,12/13/06,0.5,S ,PH,7.9,SU,39.08397,-76.18145
CB3.2,12/13/06,0.5,S ,SALINITY,2.42,PPT,39.08397,-76.18145
CB3.2,12/13/06,0.5,S ,WTEMP,5.6,DEG C,39.08397,-76.18145
CB3.2,12/13/18,0.5,S ,PH,8.4,SU,39.08397,-76.18145
CB3.2,12/13/18,0.5,S ,SALINITY,1.46,PPT,39.08397,-76.18145
CB3.2,12/13/18,0.5,S ,WTEMP,4.3,DEG C,39.08397,-76.18145
CB3.2,12/14/00,0.5,S ,PH,7.8,SU,39.08397,-76.18145
CB3.2,12/14/00,0.5,S ,SALINITY,11.61,PPT,39.08397,-76.18145
CB3.2,12/14/00,0.5,S ,WTEMP,4.3,DEG C,39.08397,-76.18145
CB3.2,12/14/11,0.5,S ,PH,7.7,SU,39.08397,-76.18145
CB3.2,12/14/11,0.5,S ,SALINITY,2.19,PPT,39.08397,-76.18145
CB3.2,12/14/11,0.5,S ,WTEMP,7.8,DEG C,39.08397,-76.18145
CB3.2,12/14/16,0.5,AP,PH,8.1,SU,39.08397,-76.18145
CB3.2,12/14/16,0.5,AP,SALINITY,11.15,PPT,39.08397,-76.18145
CB3.2,12/14/16,0.5,AP,WTEMP,5.6,DEG C,39.08397,-76.18145
CB3.2,12/14/16,0.5,S ,PH,8.1,SU,39.08397,-76.18145
CB3.2,12/14/16,0.5,S ,SALINITY,11.15,PPT,39.08397,-76.18145
CB3.2,12/14/16,0.5,S ,WTEMP,5.6,DEG C,39.08397,-76.18145
CB3.2,12/14/94,0.5,S ,PH,7.7,SU,39.08397,-76.18145
CB3.2,12/14/94,0.5,S ,SALINITY,5.02,PPT,39.08397,-76.18145
CB3.2,12/14/94,0.5,S ,WTEMP,6.7,DEG C,39.08397,-76.18145
CB3.2,12/14/95,0.5,S ,PH,8,SU,39.08397,-76.18145
CB3.2,12/14/95,0.5,S ,SALINITY,9.4,PPT,39.08397,-76.18145
CB3.2,12/14/95,0.5,S ,WTEMP,2.8,DEG C,39.08397,-76.18145
CB3.2,12/15/05,0.5,S ,PH,7.9,SU,39.08397,-76.18145
CB3.2,12/15/05,0.5,S ,SALINITY,6.8,PPT,39.08397,-76.18145
CB3.2,12/15/05,0.5,S ,WTEMP,3.3,DEG C,39.08397,-76.18145
CB3.2,12/15/17,0.5,S ,PH,8,SU,39.08397,-76.18145
CB3.2,12/15/17,0.5,S ,SALINITY,10.17,PPT,39.08397,-76.18145
CB3.2,12/15/17,0.5,S ,WTEMP,4.8,DEG C,39.08397,-76.18145
CB3.2,12/16/15,0.5,AP,PH,7.9,SU,39.08397,-76.18145
CB3.2,12/16/15,0.5,AP,SALINITY,8.82,PPT,39.08397,-76.18145
CB3.2,12/16/15,0.5,AP,WTEMP,10.8,DEG C,39.08397,-76.18145
CB3.2,12/16/15,0.5,S ,PH,7.9,SU,39.08397,-76.18145
CB3.2,12/16/15,0.5,S ,SALINITY,8.82,PPT,39.08397,-76.18145
CB3.2,12/16/15,0.5,S ,WTEMP,10.8,DEG C,39.08397,-76.18145
CB3.2,12/16/87,0.5,S ,PH,7.6,SU,39.08397,-76.18145
CB3.2,12/16/87,0.5,S ,SALINITY,7.24,PPT,39.08397,-76.18145
CB3.2,12/16/87,0.5,S ,WTEMP,5.7,DEG C,39.08397,-76.18145
CB3.2,12/17/03,0.5,S ,PH,7.6,SU,39.08397,-76.18145
CB3.2,12/17/03,0.5,S ,SALINITY,1.23,PPT,39.08397,-76.18145
CB3.2,12/17/03,0.5,S ,WTEMP,4.3,DEG C,39.08397,-76.18145
CB3.2,12/17/08,0.5,AP,PH,8.1,SU,39.08397,-76.18145
CB3.2,12/17/08,0.5,AP,SALINITY,5.94,PPT,39.08397,-76.18145
CB3.2,12/17/08,0.5,AP,WTEMP,4.8,DEG C,39.08397,-76.18145
CB3.2,12/17/08,0.5,S ,PH,8.1,SU,39.08397,-76.18145
CB3.2,12/17/08,0.5,S ,SALINITY,5.94,PPT,39.08397,-76.18145
CB3.2,12/17/08,0.5,S ,WTEMP,4.8,DEG C,39.08397,-76.18145
CB3.2,12/17/14,0.5,S ,PH,8.4,SU,39.08397,-76.18145
CB3.2,12/17/14,0.5,S ,SALINITY,6.8,PPT,39.08397,-76.18145
CB3.2,12/17/14,0.5,S ,WTEMP,5,DEG C,39.08397,-76.18145
CB3.2,12/17/98,0.5,S ,PH,7.7,SU,39.08397,-76.18145
CB3.2,12/17/98,0.5,S ,SALINITY,12.92618,PPT,39.08397,-76.18145
CB3.2,12/17/98,0.5,S ,WTEMP,8.7,DEG C,39.08397,-76.18145
CB3.2,12/21/10,0.5,S ,PH,7.9,SU,39.08397,-76.18145
CB3.2,12/21/10,0.5,S ,SALINITY,5.63,PPT,39.08397,-76.18145
CB3.2,12/21/10,0.5,S ,WTEMP,1.6,DEG C,39.08397,-76.18145
CB3.2,12/3/91,0.5,AP,PH,7.8,SU,39.08397,-76.18145
CB3.2,12/3/91,0.5,AP,SALINITY,11.74,PPT,39.08397,-76.18145
CB3.2,12/3/91,0.5,AP,WTEMP,8.9,DEG C,39.08397,-76.18145
CB3.2,12/3/91,0.5,S ,PH,7.8,SU,39.08397,-76.18145
CB3.2,12/3/91,0.5,S ,SALINITY,11.74,PPT,39.08397,-76.18145
CB3.2,12/3/91,0.5,S ,WTEMP,8.9,DEG C,39.08397,-76.18145
CB3.2,12/7/88,0.5,S ,PH,7.6,SU,39.08397,-76.18145
CB3.2,12/7/88,0.5,S ,SALINITY,9.46,PPT,39.08397,-76.18145
CB3.2,12/7/88,0.5,S ,WTEMP,6.1,DEG C,39.08397,-76.18145
CB3.2,12/8/04,0.5,S ,PH,7.7,SU,39.08397,-76.18145
CB3.2,12/8/04,0.5,S ,SALINITY,1.46,PPT,39.08397,-76.18145
CB3.2,12/8/04,0.5,S ,WTEMP,7.8,DEG C,39.08397,-76.18145
CB3.2,12/8/09,0.5,AP,PH,8,SU,39.08397,-76.18145
CB3.2,12/8/09,0.5,AP,SALINITY,7.68,PPT,39.08397,-76.18145
CB3.2,12/8/09,0.5,AP,WTEMP,8.2,DEG C,39.08397,-76.18145
CB3.2,12/8/09,0.5,S ,PH,8,SU,39.08397,-76.18145
CB3.2,12/8/09,0.5,S ,SALINITY,7.68,PPT,39.08397,-76.18145
CB3.2,12/8/09,0.5,S ,WTEMP,8.2,DEG C,39.08397,-76.18145
CB3.2,12/8/93,0.5,S ,PH,7.6,SU,39.08397,-76.18145
CB3.2,12/8/93,0.5,S ,SALINITY,1.23,PPT,39.08397,-76.18145
CB3.2,12/8/93,0.5,S ,WTEMP,6.7,DEG C,39.08397,-76.18145
CB3.2,12/8/99,0.5,AP,PH,8.1,SU,39.08397,-76.18145
CB3.2,12/8/99,0.5,AP,SALINITY,7.62,PPT,39.08397,-76.18145
CB3.2,12/8/99,0.5,AP,WTEMP,8.2,DEG C,39.08397,-76.18145
CB3.2,12/8/99,0.5,S ,PH,8.1,SU,39.08397,-76.18145
CB3.2,12/8/99,0.5,S ,SALINITY,7.62,PPT,39.08397,-76.18145
CB3.2,12/8/99,0.5,S ,WTEMP,8.2,DEG C,39.08397,-76.18145
CB3.2,12/9/92,0.5,S ,PH,7.8,SU,39.08397,-76.18145
CB3.2,12/9/92,0.5,S ,SALINITY,8.76,PPT,39.08397,-76.18145
CB3.2,12/9/92,0.5,S ,WTEMP,5.6,DEG C,39.08397,-76.18145
CB3.2,2/1/96,0.5,S ,PH,7.6,SU,39.08397,-76.18145
CB3.2,2/1/96,0.5,S ,SALINITY,0.14,PPT,39.08397,-76.18145
CB3.2,2/1/96,0.5,S ,WTEMP,1.5,DEG C,39.08397,-76.18145
CB3.2,2/10/11,0.5,S ,PH,8.1,SU,39.08397,-76.18145
CB3.2,2/10/11,0.5,S ,SALINITY,10.3,PPT,39.08397,-76.18145
CB3.2,2/10/11,0.5,S ,WTEMP,0.3,DEG C,39.08397,-76.18145
CB3.2,2/10/93,0.5,S ,PH,7.6,SU,39.08397,-76.18145
CB3.2,2/10/93,0.5,S ,SALINITY,9.72,PPT,39.08397,-76.18145
CB3.2,2/10/93,0.5,S ,WTEMP,2.8,DEG C,39.08397,-76.18145
CB3.2,2/10/99,0.5,S ,PH,7.5,SU,39.08397,-76.18145
CB3.2,2/10/99,0.5,S ,SALINITY,3.9451,PPT,39.08397,-76.18145
CB3.2,2/10/99,0.5,S ,WTEMP,3.6,DEG C,39.08397,-76.18145
CB3.2,2/11/09,0.5,S ,PH,8.2,SU,39.08397,-76.18145
CB3.2,2/11/09,0.5,S ,SALINITY,10.76,PPT,39.08397,-76.18145
CB3.2,2/11/09,0.5,S ,WTEMP,2.7,DEG C,39.08397,-76.18145
CB3.2,2/11/92,0.5,S ,PH,8.4,SU,39.08397,-76.18145
CB3.2,2/11/92,0.5,S ,SALINITY,11.67,PPT,39.08397,-76.18145
CB3.2,2/11/92,0.5,S ,WTEMP,2.4,DEG C,39.08397,-76.18145
CB3.2,2/12/07,0.5,S ,PH,8.1,SU,39.08397,-76.18145
CB3.2,2/12/07,0.5,S ,SALINITY,5.82,PPT,39.08397,-76.18145
CB3.2,2/12/07,0.5,S ,WTEMP,0.4,DEG C,39.08397,-76.18145
CB3.2,2/12/13,0.5,S ,PH,8.1,SU,39.08397,-76.18145
CB3.2,2/12/13,0.5,S ,SALINITY,5.57,PPT,39.08397,-76.18145
CB3.2,2/12/13,0.5,S ,WTEMP,4,DEG C,39.08397,-76.18145
CB3.2,2/12/15,0.5,S ,PH,7.9,SU,39.08397,-76.18145
CB3.2,2/12/15,0.5,S ,SALINITY,8.25,PPT,39.08397,-76.18145
CB3.2,2/12/15,0.5,S ,WTEMP,1,DEG C,39.08397,-76.18145
CB3.2,2/13/85,0.5,S ,PH,7.6,SU,39.08397,-76.18145
CB3.2,2/13/85,0.5,S ,SALINITY,13.86,PPT,39.08397,-76.18145
CB3.2,2/13/85,0.5,S ,WTEMP,0.2,DEG C,39.08397,-76.18145
CB3.2,2/13/91,0.5,S ,PH,7.6,SU,39.08397,-76.18145
CB3.2,2/13/91,0.5,S ,SALINITY,5.94,PPT,39.08397,-76.18145
CB3.2,2/13/91,0.5,S ,WTEMP,3.7,DEG C,39.08397,-76.18145
CB3.2,2/14/02,0.5,S ,PH,8,SU,39.08397,-76.18145
CB3.2,2/14/02,0.5,S ,SALINITY,9.53,PPT,39.08397,-76.18145
CB3.2,2/14/02,0.5,S ,WTEMP,4.4,DEG C,39.08397,-76.18145
CB3.2,2/14/03,0.5,S ,PH,8.3,SU,39.08397,-76.18145
CB3.2,2/14/03,0.5,S ,SALINITY,8.25,PPT,39.08397,-76.18145
CB3.2,2/14/03,0.5,S ,WTEMP,0.6,DEG C,39.08397,-76.18145
CB3.2,2/14/19,0.5,S ,PH,7.9,SU,39.08397,-76.18145
CB3.2,2/14/19,0.5,S ,SALINITY,0.59,PPT,39.08397,-76.18145
CB3.2,2/14/19,0.5,S ,WTEMP,1.6,DEG C,39.08397,-76.18145
CB3.2,2/14/86,0.5,AP,PH,7.5,SU,39.08397,-76.18145
CB3.2,2/14/86,0.5,AP,SALINITY,3.77,PPT,39.08397,-76.18145
CB3.2,2/14/86,0.5,AP,WTEMP,-0.4,DEG C,39.08397,-76.18145
CB3.2,2/14/86,0.5,S ,PH,7.5,SU,39.08397,-76.18145
CB3.2,2/14/86,0.5,S ,SALINITY,3.77,PPT,39.08397,-76.18145
CB3.2,2/14/86,0.5,S ,WTEMP,-0.4,DEG C,39.08397,-76.18145
CB3.2,2/14/89,0.5,S ,PH,7.4,SU,39.08397,-76.18145
CB3.2,2/14/89,0.5,S ,SALINITY,11.15,PPT,39.08397,-76.18145
CB3.2,2/14/89,0.5,S ,WTEMP,2.8,DEG C,39.08397,-76.18145
CB3.2,2/14/96,0.5,S ,PH,7.6,SU,39.08397,-76.18145
CB3.2,2/14/96,0.5,S ,SALINITY,5.63,PPT,39.08397,-76.18145
CB3.2,2/14/96,0.5,S ,WTEMP,0.1,DEG C,39.08397,-76.18145
CB3.2,2/15/01,0.5,AP,PH,8,SU,39.08397,-76.18145
CB3.2,2/15/01,0.5,AP,SALINITY,7.56,PPT,39.08397,-76.18145
CB3.2,2/15/01,0.5,AP,WTEMP,4,DEG C,39.08397,-76.18145
CB3.2,2/15/01,0.5,S ,PH,8,SU,39.08397,-76.18145
CB3.2,2/15/01,0.5,S ,SALINITY,7.56,PPT,39.08397,-76.18145
CB3.2,2/15/01,0.5,S ,WTEMP,4,DEG C,39.08397,-76.18145
CB3.2,2/15/10,0.5,S ,PH,7.9,SU,39.08397,-76.18145
CB3.2,2/15/10,0.5,S ,SALINITY,6.56,PPT,39.08397,-76.18145
CB3.2,2/15/10,0.5,S ,WTEMP,0.7,DEG C,39.08397,-76.18145
CB3.2,2/15/18,0.5,S ,PH,8,SU,39.08397,-76.18145
CB3.2,2/15/18,0.5,S ,SALINITY,5.57,PPT,39.08397,-76.18145
CB3.2,2/15/18,0.5,S ,WTEMP,2.9,DEG C,39.08397,-76.18145
CB3.2,2/16/05,0.5,S ,PH,8.1,SU,39.08397,-76.18145
CB3.2,2/16/05,0.5,S ,SALINITY,3.71,PPT,39.08397,-76.18145
CB3.2,2/16/05,0.5,S ,WTEMP,3.3,DEG C,39.08397,-76.18145
CB3.2,2/16/12,0.5,S ,PH,7.8,SU,39.08397,-76.18145
CB3.2,2/16/12,0.5,S ,SALINITY,3.06,PPT,39.08397,-76.18145
CB3.2,2/16/12,0.5,S ,WTEMP,4.4,DEG C,39.08397,-76.18145
CB3.2,2/17/00,0.5,S ,PH,8.2,SU,39.08397,-76.18145
CB3.2,2/17/00,0.5,S ,SALINITY,9.46,PPT,39.08397,-76.18145
CB3.2,2/17/00,0.5,S ,WTEMP,2,DEG C,39.08397,-76.18145
CB3.2,2/18/04,0.5,S ,PH,7.9,SU,39.08397,-76.18145
CB3.2,2/18/04,0.5,S ,SALINITY,4.96,PPT,39.08397,-76.18145
CB3.2,2/18/04,0.5,S ,WTEMP,1.4,DEG C,39.08397,-76.18145
CB3.2,2/18/08,0.5,AP,PH,7.6,SU,39.08397,-76.18145
CB3.2,2/18/08,0.5,AP,SALINITY,4.46,PPT,39.08397,-76.18145
CB3.2,2/18/08,0.5,AP,WTEMP,4.5,DEG C,39.08397,-76.18145
CB3.2,2/18/08,0.5,S ,PH,7.6,SU,39.08397,-76.18145
CB3.2,2/18/08,0.5,S ,SALINITY,4.46,PPT,39.08397,-76.18145
CB3.2,2/18/08,0.5,S ,WTEMP,4.5,DEG C,39.08397,-76.18145
CB3.2,2/20/14,0.5,S ,PH,8.5,SU,39.08397,-76.18145
CB3.2,2/20/14,0.5,S ,SALINITY,9.78,PPT,39.08397,-76.18145
CB3.2,2/20/14,0.5,S ,WTEMP,1.5,DEG C,39.08397,-76.18145
CB3.2,2/24/88,0.5,S ,PH,7.4,SU,39.08397,-76.18145
CB3.2,2/24/88,0.5,S ,SALINITY,3.44,PPT,39.08397,-76.18145
CB3.2,2/24/88,0.5,S ,WTEMP,2.1,DEG C,39.08397,-76.18145
CB3.2,2/26/87,0.5,S ,PH,7.9,SU,39.08397,-76.18145
CB3.2,2/26/87,0.5,S ,SALINITY,10.95,PPT,39.08397,-76.18145
CB3.2,2/26/87,0.5,S ,WTEMP,1.8,DEG C,39.08397,-76.18145
CB3.2,2/7/90,0.5,S ,PH,7.9,SU,39.08397,-76.18145
CB3.2,2/7/90,0.5,S ,SALINITY,1.74,PPT,39.08397,-76.18145
CB3.2,2/7/90,0.5,S ,WTEMP,4.6,DEG C,39.08397,-76.18145
CB3.2,2/8/06,0.5,S ,PH,8,SU,39.08397,-76.18145
CB3.2,2/8/06,0.5,S ,SALINITY,0.46,PPT,39.08397,-76.18145
CB3.2,2/8/06,0.5,S ,WTEMP,4.4,DEG C,39.08397,-76.18145
CB3.2,3/11/87,0.5,S ,PH,7.2,SU,39.08397,-76.18145
CB3.2,3/11/87,0.5,S ,SALINITY,6.58,PPT,39.08397,-76.18145
CB3.2,3/11/87,0.5,S ,WTEMP,3.9,DEG C,39.08397,-76.18145
CB3.2,3/11/93,0.5,S ,PH,7.8,SU,39.08397,-76.18145
CB3.2,3/11/93,0.5,S ,SALINITY,7.24,PPT,39.08397,-76.18145
CB3.2,3/11/93,0.5,S ,WTEMP,3.7,DEG C,39.08397,-76.18145
CB3.2,3/12/03,0.5,AP,PH,7.9,SU,39.08397,-76.18145
CB3.2,3/12/03,0.5,AP,SALINITY,4.24,PPT,39.08397,-76.18145
CB3.2,3/12/03,0.5,AP,WTEMP,2.5,DEG C,39.08397,-76.18145
CB3.2,3/12/03,0.5,S ,PH,7.9,SU,39.08397,-76.18145
CB3.2,3/12/03,0.5,S ,SALINITY,4.24,PPT,39.08397,-76.18145
CB3.2,3/12/03,0.5,S ,WTEMP,2.5,DEG C,39.08397,-76.18145
